series,series_name,frequency,year,month,date,value
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,2,2015-02,127982.29
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,3,2015-03,129674.05
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,4,2015-04,130426.67
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,5,2015-05,133107.95
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,6,2015-06,131655.53
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,7,2015-07,130754.51
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,8,2015-08,129694.74
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,9,2015-09,128791.54
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,10,2015-10,129356.83
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,11,2015-11,129796.58
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2015,12,2015-12,129683.58
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,1,2016-01,134178.88
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,2,2016-02,134431.3
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,3,2016-03,138771.39
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,4,2016-04,139615.23
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,5,2016-05,138397.26
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,6,2016-06,136240.69
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,7,2016-07,133210.33
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,8,2016-08,134144.03
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,9,2016-09,133922.65
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,10,2016-10,133897.33
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,11,2016-11,133952.06
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2016,12,2016-12,134345.25
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,1,2017-01,135926.47
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,2,2017-02,138408.15
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,3,2017-03,142621.09
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,4,2017-04,143395.22
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,5,2017-05,142603.93
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,6,2017-06,143323.06
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,7,2017-07,140740.63
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,8,2017-08,139576.57
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,9,2017-09,138371.12
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,10,2017-10,139237.29
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,11,2017-11,138770.58
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2017,12,2017-12,139331.5
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,1,2018-01,140846.0
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,2,2018-02,144047.36
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,3,2018-03,144301.69
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,4,2018-04,146133.95
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,5,2018-05,141461.12
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,6,2018-06,140190.86
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,7,2018-07,140418.5
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,8,2018-08,138166.09
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,9,2018-09,137091.07
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,10,2018-10,135204.07
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,11,2018-11,135835.25
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2018,12,2018-12,137516.12
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,1,2019-01,137570.31
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,2,2019-02,141704.27
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,3,2019-03,144680.72
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,4,2019-04,143375.07
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,5,2019-05,143348.11
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,6,2019-06,143544.71
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,7,2019-07,142128.24
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,8,2019-08,143872.28
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,9,2019-09,144639.6
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,10,2019-10,142963.91
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,11,2019-11,144691.61
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2019,12,2019-12,145511.22
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,1,2020-01,152431.03
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,2,2020-02,149399.03
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,3,2020-03,153031.98
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,4,2020-04,157842.06
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,5,2020-05,158929.33
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,6,2020-06,157043.69
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,7,2020-07,157616.05
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,8,2020-08,159638.65
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,9,2020-09,159928.1
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,10,2020-10,161718.16
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,11,2020-11,164425.85
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2020,12,2020-12,168655.94
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,1,2021-01,172328.37
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,2,2021-02,175437.97
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,3,2021-03,180160.64
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,4,2021-04,180738.72
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,5,2021-05,181270.51
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,6,2021-06,184859.07
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,7,2021-07,183334.77
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,8,2021-08,185290.12
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,9,2021-09,187287.66
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,10,2021-10,188147.3
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,11,2021-11,192067.24
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2021,12,2021-12,196373.57
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,1,2022-01,197645.73
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,2,2022-02,199168.13
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,3,2022-03,203547.43
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,4,2022-04,204128.24
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,5,2022-05,198619.45
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,6,2022-06,202994.68
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,7,2022-07,201479.9
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,8,2022-08,201154.78
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,9,2022-09,202109.45
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,10,2022-10,202148.11
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,11,2022-11,203941.99
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2022,12,2022-12,206096.92
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,1,2023-01,210039.74
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,2,2023-02,212767.85
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,3,2023-03,212010.88
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,4,2023-04,216366.49
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,5,2023-05,223493.25
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,6,2023-06,218746.34
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,7,2023-07,218122.52
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,8,2023-08,217091.34
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,9,2023-09,221864.66
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,10,2023-10,222899.92
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,11,2023-11,222398.08
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2023,12,2023-12,231065.47
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,1,2024-01,231273.23
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,2,2024-02,235899.78
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,3,2024-03,244334.36
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,4,2024-04,248254.31
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,5,2024-05,244685.08
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,6,2024-06,245993.18
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,7,2024-07,247400.67
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,8,2024-08,247085.98
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,9,2024-09,249325.7
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,10,2024-10,253025.68
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,11,2024-11,257075.11
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2024,12,2024-12,262944.34
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,1,2025-01,268086.62
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,2,2025-02,272790.21
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,3,2025-03,273802.65
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,4,2025-04,280800.97
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,5,2025-05,281797.42
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,6,2025-06,284671.26
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,7,2025-07,285618.73
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,8,2025-08,285359.67
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,9,2025-09,286481.31
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,10,2025-10,295499.07
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,11,2025-11,290662.32
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2025,12,2025-12,296503.52
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2026,1,2026-01,299704.01
M1,Money Supply M1: USD mn: Monthly: United Arab Emirates,monthly,2026,2,2026-02,304738.83
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,6,1991-06,29388.83
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,7,1991-07,29119.15
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,8,1991-08,29092.73
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,9,1991-09,29084.01
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,10,1991-10,29302.48
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,11,1991-11,29578.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1991,12,1991-12,30129.78
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,1,1992-01,29980.77
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,2,1992-02,30211.77
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,3,1992-03,30136.59
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,4,1992-04,29924.11
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,5,1992-05,30113.98
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,6,1992-06,30189.7
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,7,1992-07,29757.4
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,8,1992-08,29917.03
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,9,1992-09,30012.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,10,1992-10,30107.17
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,11,1992-11,30434.05
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1992,12,1992-12,30965.24
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,1,1993-01,30955.44
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,2,1993-02,31261.62
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,3,1993-03,30494.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,4,1993-04,30615.2
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,5,1993-05,31052.68
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,6,1993-06,31077.2
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,7,1993-07,29497.52
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,8,1993-08,29468.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,9,1993-09,29441.41
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,10,1993-10,29648.71
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,11,1993-11,29814.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1993,12,1993-12,30666.69
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,1,1994-01,30360.78
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,2,1994-02,30456.93
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,3,1994-03,30496.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,4,1994-04,30746.23
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,5,1994-05,30885.16
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,6,1994-06,30960.07
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,7,1994-07,31197.6
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,8,1994-08,31025.17
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,9,1994-09,31203.87
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,10,1994-10,31384.2
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,11,1994-11,31571.62
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1994,12,1994-12,32138.49
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,1,1995-01,31985.4
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,2,1995-02,32325.36
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,3,1995-03,32491.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,4,1995-04,32863.36
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,5,1995-05,33042.33
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,6,1995-06,33250.18
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,7,1995-07,33249.63
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,8,1995-08,33341.43
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,9,1995-09,33593.41
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,10,1995-10,33768.29
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,11,1995-11,33981.04
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1995,12,1995-12,34193.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,1,1996-01,33277.96
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,2,1996-02,33434.87
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,3,1996-03,33565.08
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,4,1996-04,33899.05
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,5,1996-05,34371.13
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,6,1996-06,34860.91
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,7,1996-07,34736.97
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,8,1996-08,35285.32
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,9,1996-09,35148.57
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,10,1996-10,34810.79
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,11,1996-11,35066.58
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1996,12,1996-12,35725.8
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,1,1997-01,35809.15
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,2,1997-02,35918.66
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,3,1997-03,36162.74
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,4,1997-04,36353.97
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,5,1997-05,37049.14
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,6,1997-06,36507.06
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,7,1997-07,36061.4
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,8,1997-08,36655.25
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,9,1997-09,36670.5
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,10,1997-10,36927.38
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,11,1997-11,37235.74
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1997,12,1997-12,37858.53
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1998,1,1998-01,37953.56
M2,Money Supply M2: USD mn: Monthly: United Arab Emirates,monthly,1998,2,1998-02,38559.41
